CMS_cert_no,Fac_name,City,State,Zip,Region,year,N,cost_charge,wage_indx,Rural,dis_share,census,ownership,teaching,freestanding,avg_wt,I_001_01,I_001_01.note,I_001_01.denom,I_001_01.start,I_001_01.end,I_001_02,I_001_02.note,I_001_02.denom,I_001_02.numer,I_001_02.obs,I_001_02.start,I_001_02.end,I_002_01.obs,I_002_01.note,I_002_01.denom,I_002_01.numer,I_002_01.start,I_002_01.end,I_006_01,I_006_01.note,I_006_01.cilo,I_006_01.ciup,I_006_01.grade,I_006_01.days,I_006_01.N,I_006_01.numer,I_006_01.start,I_006_01.end,I_007_01,I_007_01.note,I_007_01.grade,I_007_01.cilo,I_007_01.ciup,I_007_01.N,I_007_01.start,I_007_01.end,I_008_01,I_008_01.note,I_008_01.denom,I_008_01.numer,I_008_01.start,I_008_01.end,I_013_01,I_013_01.note,I_013_01.denom,I_013_01.numer,I_013_01.start,I_013_01.end,I_014_01,I_014_01.note,I_014_01.cilo,I_014_01.ciup,I_014_01.grade,I_014_01.days,I_014_01.N,I_014_01.numer,I_014_01.start,I_014_01.end,I_015_01,I_015_01.note,I_015_01.cilo,I_015_01.ciup,I_015_01.grade,I_015_01.days,I_015_01.N,I_015_01.numer,I_015_01.start,I_015_01.end,I_016_01,I_016_01.note,I_016_01.denom,I_016_01.numer,I_016_01.start,I_016_01.end,I_019_01,I_019_01.note,I_019_01.cilo,I_019_01.ciup,I_019_01.obs,I_019_01.grade,I_019_01.numb,I_019_01.N,I_019_01.start,I_019_01.end,I_020_01,I_020_01.note,I_020_01.numb,I_020_01.start,I_020_01.end
140258,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,60007,5,2016,1077,0.39,1.04,0,0.06,4,N,0.00,0,1.15,0.60,,1273,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.90,,Better than the National Rate,11.70,12.13,1674,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140258,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,60007,5,2017,1137,0.38,1.04,0,0.08,4,N,0.00,0,1.16,0.30,,1307,1-Jan-16,31-Dec-16,,,,,,,,96.40,,689,,1-Oct-15,31-Mar-16,0.64,,0.11,2.11,No Different than the National Benchmark,1649,3,2,1-Jan-16,31-Dec-16,12.94,,Better than the National Rate,12.72,13.15,1750,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,21359,0,0,1-Jan-16,31-Dec-16,2.03,,1.10,3.45,Worse than the National Benchmark,21359,6,12,1-Jan-16,31-Dec-16,96.00,,285,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
140258,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,60007,5,2018,1078,0.39,1.05,0,0.07,4,N,0.00,0,1.19,,,,,,0.50,,1282,8,0.60,1-Oct-16,30-Sep-17,96.40,,689,664,1-Oct-15,31-Mar-16,0.86,,0.22,2.33,No Different than the National Benchmark,1809,4,3,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,1284,1284,1-Jan-17,31-Dec-17,0.10,,1284,1,1-Jan-17,31-Dec-17,,7,,,,21381,0,1,1-Oct-16,30-Sep-17,1.25,,0.70,2.09,No Different than the National Benchmark,21381,10,13,1-Oct-16,30-Sep-17,96.00,,285,275,1-Oct-15,31-Mar-16,59.72,,59.33,60.06,56.83,Worse than the National Rate,1036,1823,1-Oct-15,30-Sep-17,1.05,,1721,1-Oct-15,30-Sep-17
140276,LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,60153,5,2016,408,0.61,1.04,0,0.13,4,N,0.11,0,1.07,0.80,,414,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.49,,Better than the National Rate,12.29,12.71,669,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140276,LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,60153,5,2017,379,0.52,1.04,0,0.17,4,N,0.12,0,1.10,0.50,3,176,1-Jan-16,31-Dec-16,,,,,,,,95.40,,195,,1-Oct-15,31-Mar-16,,,,,,282,1,0,1-Jan-16,31-Dec-16,13.80,,Worse than the National Rate,13.58,13.99,592,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,,,,,2954,0,0,1-Jan-16,31-Dec-16,,,,,,2954,0,2,1-Jan-16,31-Dec-16,94.00,,9524,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
140276,LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,60153,5,2018,249,0.39,1.05,0,0.14,4,N,0.14,0,1.15,,,,,,,2,0,,,1-Oct-16,30-Sep-17,95.40,,195,186,1-Oct-15,31-Mar-16,,5,,,,,,,1-Oct-16,30-Sep-17,,,,,,,,,,5,,,1-Jan-17,31-Dec-17,,5,,,1-Jan-17,31-Dec-17,,5,,,,,,,1-Oct-16,30-Sep-17,,5,,,,,,,1-Oct-16,30-Sep-17,94.00,,9524,8935,1-Oct-15,31-Mar-16,57.81,,57.38,58.21,56.06,Worse than the National Rate,111,198,1-Oct-15,30-Sep-17,1.00,,190,1-Oct-15,30-Sep-17
140280,TRINITY MEDICAL CENTER,ROCK ISLAND,IL,61201,5,2016,189,0.37,0.97,0,0.09,4,N,0.00,0,1.22,0.50,,178,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.32,,Better than the National Rate,12.08,12.57,336,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140280,TRINITY MEDICAL CENTER,ROCK ISLAND,IL,61201,5,2017,156,0.40,0.97,0,0.15,4,N,0.00,0,1.26,0.50,,146,1-Jan-16,31-Dec-16,,,,,,,,97.40,,77,,1-Oct-15,31-Mar-16,,7,,,,249,1,6,1-Jan-16,31-Dec-16,13.15,,Better than the National Rate,12.94,13.38,279,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3270,0,0,1-Jan-16,31-Dec-16,,7,,,,3270,1,1,1-Jan-16,31-Dec-16,84.00,,172,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
140280,TRINITY MEDICAL CENTER,ROCK ISLAND,IL,61201,5,2018,112,0.41,0.95,0,0.14,4,N,0.00,0,1.36,,,,,,0.80,,145,2,1.40,1-Oct-16,30-Sep-17,97.40,,77,75,1-Oct-15,31-Mar-16,,7,,,,87,0,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,149,149,1-Jan-17,31-Dec-17,0.00,,149,0,1-Jan-17,31-Dec-17,,7,,,,2981,0,0,1-Oct-16,30-Sep-17,0.65,,0.03,3.21,No Different than the National Benchmark,2981,2,1,1-Oct-16,30-Sep-17,84.00,,172,144,1-Oct-15,31-Mar-16,63.86,,63.43,64.34,59.88,Worse than the National Rate,103,172,1-Oct-15,30-Sep-17,0.98,,161,1-Oct-15,30-Sep-17
140289,THE REHABILITATION CENTER ANDERSON HOSPITAL,MARYVILLE,IL,62062,5,2016,291,0.39,0.94,0,0.06,4,N,0.00,0,1.07,0.70,,294,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.39,,Worse than the National Rate,13.18,13.60,455,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140289,THE REHABILITATION CENTER ANDERSON HOSPITAL,MARYVILLE,IL,62062,5,2017,263,0.37,0.93,0,0.05,4,N,0.00,0,1.10,0.30,,280,1-Jan-16,31-Dec-16,,,,,,,,97.30,,149,,1-Oct-15,31-Mar-16,,7,,,,211,0,1,1-Jan-16,31-Dec-16,14.17,,Worse than the National Rate,13.92,14.39,422,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4322,0,0,1-Jan-16,31-Dec-16,2.81,,0.72,7.65,No Different than the National Benchmark,4322,1,3,1-Jan-16,31-Dec-16,95.00,,37,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
140289,THE REHABILITATION CENTER ANDERSON HOSPITAL,MARYVILLE,IL,62062,5,2018,238,0.37,0.92,0,0.12,4,N,0.00,0,1.11,,,,,,0.00,,282,0,0.00,1-Oct-16,30-Sep-17,97.30,,149,145,1-Oct-15,31-Mar-16,,7,,,,136,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,264,264,1-Jan-17,31-Dec-17,0.40,,264,1,1-Jan-17,31-Dec-17,,7,,,,4539,0,0,1-Oct-16,30-Sep-17,0.58,,0.03,2.87,No Different than the National Benchmark,4539,2,1,1-Oct-16,30-Sep-17,95.00,,37,35,1-Oct-15,31-Mar-16,59.72,,59.35,60.11,63.20,Worse than the National Rate,225,356,1-Oct-15,30-Sep-17,0.91,,389,1-Oct-15,30-Sep-17
143025,SCHWAB REHABILITATION HOSPITAL,CHICAGO,IL,60608,5,2016,283,0.36,1.04,0,0.72,4,N,0.17,1,1.24,0.20,,447,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.41,,Worse than the National Rate,13.20,13.64,434,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143025,SCHWAB REHABILITATION HOSPITAL,CHICAGO,IL,60608,5,2017,248,0.36,1.04,0,0.77,4,N,0.19,1,1.20,0.00,,309,1-Jan-16,31-Dec-16,,,,,,,,88.80,,223,,1-Oct-15,31-Mar-16,1.40,,0.23,4.62,No Different than the National Benchmark,701,1,2,1-Jan-16,31-Dec-16,13.29,,No Different than the National Rate,13.07,13.51,345,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,20506,0,0,1-Jan-16,31-Dec-16,1.00,,0.47,1.91,No Different than the National Benchmark,20506,8,8,1-Jan-16,31-Dec-16,95.00,,504,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
143025,SCHWAB REHABILITATION HOSPITAL,CHICAGO,IL,60608,5,2018,230,0.37,1.05,0,0.80,4,N,0.22,1,1.22,,,,,,0.00,,238,0,0.00,1-Oct-16,30-Sep-17,88.80,,223,198,1-Oct-15,31-Mar-16,0.54,,0.03,2.64,No Different than the National Benchmark,916,2,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,249,249,1-Jan-17,31-Dec-17,0.40,,249,1,1-Jan-17,31-Dec-17,,7,,,,19403,0,0,1-Oct-16,30-Sep-17,1.01,,0.44,2.00,No Different than the National Benchmark,19403,7,7,1-Oct-16,30-Sep-17,95.00,,504,481,1-Oct-15,31-Mar-16,63.97,,63.52,64.36,57.95,Worse than the National Rate,153,264,1-Oct-15,30-Sep-17,0.90,,246,1-Oct-15,30-Sep-17
143026,REHABILITATION INSTITUTE OF CHICAGO,CHICAGO,IL,60611,5,2016,1109,0.38,1.04,0,0.25,4,N,0.14,1,1.29,1.60,,1206,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.46,,Better than the National Rate,12.26,12.69,1429,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143026,SHIRLEY RYAN ABILITYLAB,CHICAGO,IL,60611,5,2017,1025,0.37,1.04,0,0.25,4,N,0.14,1,1.38,0.50,,1151,1-Jan-16,31-Dec-16,,,,,,,,89.70,,667,,1-Oct-15,31-Mar-16,4.32,,2.72,6.56,Worse than the National Benchmark,2987,5,20,1-Jan-16,31-Dec-16,13.36,,No Different than the National Rate,13.14,13.58,1294,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,24594,0,1,1-Jan-16,31-Dec-16,1.11,,0.73,1.61,No Different than the National Benchmark,49411,23,25,1-Jan-16,31-Dec-16,72.00,,2854,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
143026,SHIRLEY RYAN ABILITYLAB,CHICAGO,IL,60611,5,2018,948,0.36,1.05,0,0.27,4,N,0.14,1,1.41,,,,,,0.30,,1227,5,0.40,1-Oct-16,30-Sep-17,89.70,,667,598,1-Oct-15,31-Mar-16,2.45,,1.52,3.76,Worse than the National Benchmark,5003,8,19,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,1313,1313,1-Jan-17,31-Dec-17,0.20,,1313,2,1-Jan-17,31-Dec-17,,7,,,,52297,1,2,1-Oct-16,30-Sep-17,0.81,,0.56,1.12,No Different than the National Benchmark,62404,40,32,1-Oct-16,30-Sep-17,72.00,,2854,2056,1-Oct-15,31-Mar-16,62.14,,61.71,62.59,53.05,Worse than the National Rate,679,1280,1-Oct-15,30-Sep-17,1.14,,1335,1-Oct-15,30-Sep-17
143027,MARIANJOY REHABILITATION HOSPITAL,WHEATON,IL,60187,5,2016,1318,0.72,1.04,0,0.10,4,N,0.14,1,1.09,0.10,,1657,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.80,,Better than the National Rate,11.63,11.99,2229,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143027,MARIANJOY REHABILITATION HOSPITAL,WHEATON,IL,60187,5,2017,1435,0.69,1.04,0,0.08,4,N,0.14,1,1.11,0.10,,1585,1-Jan-16,31-Dec-16,,,,,,,,91.90,,877,,1-Oct-15,31-Mar-16,3.25,,1.65,5.79,Worse than the National Benchmark,1510,3,10,1-Jan-16,31-Dec-16,13.24,,No Different than the National Rate,13.03,13.41,2153,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,35799,1,2,1-Jan-16,31-Dec-16,0.34,,0.14,0.71,Better than the National Benchmark,35799,18,6,1-Jan-16,31-Dec-16,94.00,,1509,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
143027,MARIANJOY REHABILITATION HOSPITAL,WHEATON,IL,60187,5,2018,1362,0.67,1.05,0,0.11,4,N,0.13,1,1.17,,,,,,0.00,,1421,0,0.00,1-Oct-16,30-Sep-17,91.90,,877,806,1-Oct-15,31-Mar-16,1.10,,0.28,2.98,No Different than the National Benchmark,1342,3,3,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,1443,1443,1-Jan-17,31-Dec-17,0.10,,1443,2,1-Jan-17,31-Dec-17,,7,,,,33471,1,1,1-Oct-16,30-Sep-17,0.26,,0.08,0.62,Better than the National Benchmark,33471,16,4,1-Oct-16,30-Sep-17,94.00,,1509,1424,1-Oct-15,31-Mar-16,49.70,,49.40,49.97,49.38,Worse than the National Rate,999,2023,1-Oct-15,30-Sep-17,1.03,,2020,1-Oct-15,30-Sep-17
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,ROCKFORD,IL,61108,5,2016,942,0.51,0.98,0,0.11,4,P,0.00,1,1.19,0.40,,1206,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.63,,Worse than the National Rate,13.41,13.85,1319,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,ROCKFORD,IL,61108,5,2017,979,0.48,0.99,0,0.12,4,P,0.00,1,1.17,0.20,,1156,1-Jan-16,31-Dec-16,,,,,,,,77.90,,656,,1-Oct-15,31-Mar-16,1.98,,0.86,3.91,No Different than the National Benchmark,1737,4,7,1-Jan-16,31-Dec-16,13.80,,Worse than the National Rate,13.58,13.98,1372,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,19515,0,0,1-Jan-16,31-Dec-16,0.44,,0.11,1.19,No Different than the National Benchmark,19515,7,3,1-Jan-16,31-Dec-16,90.00,,335,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,ROCKFORD,IL,61108,5,2018,980,0.45,1.00,0,0.10,4,P,0.00,1,1.24,,,,,,0.10,,1125,2,0.20,1-Oct-16,30-Sep-17,77.90,,656,511,1-Oct-15,31-Mar-16,1.48,,0.47,3.56,No Different than the National Benchmark,1330,3,4,1-Oct-16,30-Sep-17,,,,,,,,,99.80,,1119,1117,1-Jan-17,31-Dec-17,0.70,,1119,8,1-Jan-17,31-Dec-17,,7,,,,18624,0,0,1-Oct-16,30-Sep-17,0.75,,0.30,1.56,No Different than the National Benchmark,18624,8,6,1-Oct-16,30-Sep-17,90.00,,335,301,1-Oct-15,31-Mar-16,70.27,,69.87,70.71,70.60,Better than the National Rate,946,1340,1-Oct-15,30-Sep-17,0.97,,1497,1-Oct-15,30-Sep-17
150001,JOHNSON MEMORIAL HOSPITAL,FRANKLIN,IN,46131,5,2016,75,0.59,1.01,0,0.18,4,G,0.00,0,1.11,1.80,,51,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.23,,Better than the National Rate,11.99,12.50,143,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150001,JOHNSON MEMORIAL HOSPITAL,FRANKLIN,IN,46131,5,2017,36,0.66,1.01,0,0.18,4,G,0.00,0,1.23,1.40,,59,1-Jan-16,31-Dec-16,,,,,,,,96.90,,32,,1-Oct-15,31-Mar-16,,7,,,,30,0,0,1-Jan-16,31-Dec-16,12.94,,Better than the National Rate,12.69,13.19,82,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,1469,0,0,1-Jan-16,31-Dec-16,,7,,,,1469,0,0,1-Jan-16,31-Dec-16,89.00,,79,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
150001,JOHNSON MEMORIAL HOSPITAL,FRANKLIN,IN,46131,5,2018,57,0.66,1.02,0,0.19,4,G,0.00,0,1.12,,,,,,1.60,3,44,1,2.30,1-Oct-16,30-Sep-17,96.90,,32,31,1-Oct-15,31-Mar-16,,7,,,,8,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,47,47,1-Jan-17,31-Dec-17,0.00,,47,0,1-Jan-17,31-Dec-17,,7,,,,1387,0,0,1-Oct-16,30-Sep-17,,7,,,,1387,1,0,1-Oct-16,30-Sep-17,89.00,,79,70,1-Oct-15,31-Mar-16,57.70,,57.17,58.25,56.00,Worse than the National Rate,42,75,1-Oct-15,30-Sep-17,1.01,,78,1-Oct-15,30-Sep-17
150002,METHODIST NORTHLAKE,GARY,IN,46402,5,2016,527,0.50,0.94,0,0.21,4,N,0.00,0,1.17,0.00,,607,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.64,,Better than the National Rate,12.42,12.85,797,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150002,METHODIST NORTHLAKE,GARY,IN,46402,5,2017,541,0.49,0.95,0,0.19,4,N,0.00,0,1.21,0.70,,570,1-Jan-16,31-Dec-16,,,,,,,,96.20,,289,,1-Oct-15,31-Mar-16,0.00,,,1.62,No Different than the National Benchmark,679,2,0,1-Jan-16,31-Dec-16,12.98,,Better than the National Rate,12.75,13.22,822,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,9803,0,0,1-Jan-16,31-Dec-16,0.65,,0.11,2.14,No Different than the National Benchmark,9803,3,2,1-Jan-16,31-Dec-16,99.00,,199,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
150002,METHODIST NORTHLAKE,GARY,IN,46402,5,2018,447,0.46,0.94,0,0.14,4,N,0.00,0,1.20,,,,,,0.00,,547,0,0.00,1-Oct-16,30-Sep-17,96.20,,289,278,1-Oct-15,31-Mar-16,0.47,,0.02,2.32,No Different than the National Benchmark,781,2,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,495,495,1-Jan-17,31-Dec-17,0.00,,495,0,1-Jan-17,31-Dec-17,,7,,,,9717,0,0,1-Oct-16,30-Sep-17,0.40,,0.07,1.32,No Different than the National Benchmark,9717,5,2,1-Oct-16,30-Sep-17,99.00,,199,198,1-Oct-15,31-Mar-16,64.00,,63.56,64.47,62.13,Worse than the National Rate,438,705,1-Oct-15,30-Sep-17,0.96,,707,1-Oct-15,30-Sep-17
150008,THE REHABILITATION CENTER AT ST. CATHERINE HOSPITA,EAST CHICAGO,IN,46312,5,2016,726,0.46,0.94,0,0.14,4,N,0.00,0,1.06,1.00,,703,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.47,,Better than the National Rate,12.27,12.72,999,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150008,THE REHABILITATION CENTER AT ST. CATHERINE HOSPITA,EAST CHICAGO,IN,46312,5,2017,671,0.44,0.95,0,0.18,4,N,0.00,0,1.14,0.70,,654,1-Jan-16,31-Dec-16,,,,,,,,98.40,,377,,1-Oct-15,31-Mar-16,0.00,,,1.68,No Different than the National Benchmark,987,2,0,1-Jan-16,31-Dec-16,13.12,,Better than the National Rate,12.91,13.37,984,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,8035,0,1,1-Jan-16,31-Dec-16,2.24,,0.91,4.65,No Different than the National Benchmark,8035,3,6,1-Jan-16,31-Dec-16,71.00,,56,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
150008,THE REHABILITATION CENTER AT ST. CATHERINE HOSPITA,EAST CHICAGO,IN,46312,5,2018,620,0.44,0.94,0,0.22,4,N,0.00,0,1.16,,,,,,2.10,,571,19,3.30,1-Oct-16,30-Sep-17,98.40,,377,371,1-Oct-15,31-Mar-16,0.00,,,2.58,No Different than the National Benchmark,804,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,515,515,1-Jan-17,31-Dec-17,0.00,,515,0,1-Jan-17,31-Dec-17,,7,,,,7603,0,1,1-Oct-16,30-Sep-17,0.49,,0.08,1.63,No Different than the National Benchmark,7603,4,2,1-Oct-16,30-Sep-17,71.00,,56,40,1-Oct-15,31-Mar-16,63.92,,63.41,64.39,56.21,Worse than the National Rate,471,838,1-Oct-15,30-Sep-17,1.04,,898,1-Oct-15,30-Sep-17
150010,ST VINCENT KOKOMO HOSPITAL HEALTH CENTER,KOKOMO,IN,46901,5,2016,242,0.41,0.90,0,0.09,4,N,0.00,0,1.12,0.70,,271,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.63,,Better than the National Rate,12.42,12.86,361,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150010,ST VINCENT KOKOMO HOSPITAL HEALTH CENTER,KOKOMO,IN,46901,5,2017,259,0.44,0.90,0,0.07,4,N,0.00,0,1.21,0.00,,246,1-Jan-16,31-Dec-16,,,,,,,,99.30,,141,,1-Oct-15,31-Mar-16,,7,,,,120,0,0,1-Jan-16,31-Dec-16,13.20,,No Different than the National Rate,12.96,13.42,377,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3535,0,0,1-Jan-16,31-Dec-16,0.83,,0.04,4.08,No Different than the National Benchmark,3535,1,1,1-Jan-16,31-Dec-16,97.00,,1499,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
150010,ST VINCENT KOKOMO HOSPITAL HEALTH CENTER,KOKOMO,IN,46901,5,2018,239,0.46,0.90,0,0.09,4,N,0.00,0,1.14,,,,,,0.00,,219,0,0.00,1-Oct-16,30-Sep-17,99.30,,141,140,1-Oct-15,31-Mar-16,,7,,,,254,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,222,222,1-Jan-17,31-Dec-17,0.00,,222,0,1-Jan-17,31-Dec-17,,7,,,,3143,0,0,1-Oct-16,30-Sep-17,0.68,,0.03,3.35,No Different than the National Benchmark,3143,1,1,1-Oct-16,30-Sep-17,97.00,,1499,1448,1-Oct-15,31-Mar-16,68.32,,67.87,68.75,72.05,Better than the National Rate,250,347,1-Oct-15,30-Sep-17,0.93,,372,1-Oct-15,30-Sep-17
150011,THE REHABILITATION CENTER,MARION,IN,46952,5,2016,212,0.62,0.84,1,0.05,4,N,0.00,0,1.13,2.60,,268,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,11.93,,Better than the National Rate,11.67,12.22,293,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150011,MARION ARU,MARION,IN,46952,5,2017,236,0.67,0.83,1,0.10,4,N,0.00,0,1.09,1.20,,222,1-Jan-16,31-Dec-16,,,,,,,,99.30,,145,,1-Oct-15,31-Mar-16,,7,,,,134,0,0,1-Jan-16,31-Dec-16,12.71,,Better than the National Rate,12.46,12.96,347,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2722,0,0,1-Jan-16,31-Dec-16,,7,,,,2722,1,1,1-Jan-16,31-Dec-16,85.00,,557,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
150011,MARION ARU,MARION,IN,46952,5,2018,234,0.64,0.82,1,0.08,4,N,0.00,0,1.09,,,,,,0.40,,206,1,0.50,1-Oct-16,30-Sep-17,99.30,,145,144,1-Oct-15,31-Mar-16,,7,,,,140,0,0,1-Oct-16,30-Sep-17,,,,,,,,,99.10,,215,213,1-Jan-17,31-Dec-17,0.00,,215,0,1-Jan-17,31-Dec-17,,7,,,,2417,0,0,1-Oct-16,30-Sep-17,0.00,,,2.33,No Different than the National Benchmark,2417,1,0,1-Oct-16,30-Sep-17,85.00,,557,474,1-Oct-15,31-Mar-16,65.00,,64.53,65.46,66.88,No Different than the National Rate,206,308,1-Oct-15,30-Sep-17,0.94,,337,1-Oct-15,30-Sep-17
150012,ST. JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,46544,5,2016,291,0.41,0.92,0,0.02,4,N,0.02,0,1.19,0.00,,236,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.60,,Worse than the National Rate,13.38,13.82,479,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150012,ST. JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,46544,5,2017,208,0.43,0.92,0,0.07,4,N,0.00,0,1.17,0.00,,199,1-Jan-16,31-Dec-16,,,,,,,,99.20,,126,,1-Oct-15,31-Mar-16,,7,,,,221,0,0,1-Jan-16,31-Dec-16,14.07,,Worse than the National Rate,13.83,14.27,398,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3490,0,0,1-Jan-16,31-Dec-16,,7,,,,3490,1,0,1-Jan-16,31-Dec-16,98.00,,123,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
